द्रब्यशाहमध्ये,द्रब्यशाह,('SFX', '22', '0', 'मध्ये', '.')
ठेलागाडापनि,ठेलागाडा,('SFX', '22', '0', 'पनि', '.')
पटिहालेछौ,पटि,('SFX', '43', '0', 'हालेछौ', '[िइ]')
पटिसक्न,पटि,('SFX', '43', '0', 'सक्न', '[िइ]')
पटिइसकेकी,पटि,('SFX', '8', '0', 'इसकेकी', '[िा]')
पटिदिनु,पटि,('SFX', '43', '0', 'दिनु', '[िइ]')
पटिँदा,पटि,('SFX', '8', '0', 'ँदा/17X', '.')
फालीहरूसँगै,फाली,('SFX', '18', '0', 'हरूसँगै', '.')
फालीमात्र,फाली,('SFX', '22', '0', 'मात्र', '.')
फालीअनुसार,फाली,('SFX', '22', '0', 'अनुसार', '.')
फालीमाथिको,फाली,('SFX', '22', '0', 'माथिको', '.')
फालीकै,फाली,('SFX', '22', '0', 'कै', '.')
कुमबारे,कुम,('SFX', '22', '0', 'बारे', '.')
कुमहरूसित,कुम,('SFX', '18', '0', 'हरूसित', '.')
कुमसित,कुम,('SFX', '15', '0', 'सित', '.')
कुमसँग,कुम,('SFX', '15', '0', 'सँग', '.')
कुमले,कुम,('SFX', '15', '0', 'ले', '.')
एमनेस्टीभित्रै,एमनेस्टी,('SFX', '22', '0', 'भित्रै', '.')
एमनेस्टीकै,एमनेस्टी,('SFX', '22', '0', 'कै', '.')
एमनेस्टीलगायतका,एमनेस्टी,('SFX', '22', '0', 'लगायतका', '.')
एमनेस्टीतर्फ,एमनेस्टी,('SFX', '22', '0', 'तर्फ', '.')
एमनेस्टीमाथिका,एमनेस्टी,('SFX', '22', '0', 'माथिका', '.')
नालीले,नाली,('SFX', '15', '0', 'ले', '.')
नालीमाथिका,नाली,('SFX', '22', '0', 'माथिका', '.')
नालीबाट,नाली,('SFX', '15', '0', 'बाट', '.')
नालीमै,नाली,('SFX', '22', '0', 'मै', '.')
नालीहरूद्वारा,नाली,('SFX', '18', '0', 'हरूद्वारा', '.')
सिलिकलाई,सिलिक,('SFX', '15', '0', 'लाई', '.')
सिलिकभित्रमा,सिलिक,('SFX', '22', '0', 'भित्रमा', '.')
सिलिकलगायत,सिलिक,('SFX', '22', '0', 'लगायत', '.')
सिलिकतर्फ,सिलिक,('SFX', '22', '0', 'तर्फ', '.')
सिलिकअघि,सिलिक,('SFX', '22', '0', 'अघि', '.')
पातसित,पात,('SFX', '15', '0', 'सित', '.')
पातभित्रका,पात,('SFX', '22', '0', 'भित्रका', '.')
पातहरूदेखि,पात,('SFX', '18', '0', 'हरूदेखि', '.')
पातहरूबाट,पात,('SFX', '18', '0', 'हरूबाट', '.')
पातहरूमाथि,पात,('SFX', '18', '0', 'हरूमाथि', '.')
हिस्सासित,हिस्सा,('SFX', '15', '0', 'सित', '.')
हिस्साका,हिस्सा,('SFX', '15', '0', 'का', '.')
हिस्साजस्तै,हिस्सा,('SFX', '22', '0', 'जस्तै', '.')
हिस्साकी,हिस्सा,('SFX', '15', '0', 'की', '.')
हिस्साभित्र,हिस्सा,('SFX', '22', '0', 'भित्र', '.')
सिजिहाल्थिस्,सिजि,('SFX', '43', '0', 'हाल्थिस्', '[िइ]')
सिजिसकी,सिजि,('SFX', '43', '0', 'सकी', '[िइ]')
सिजिसक्थी,सिजि,('SFX', '43', '0', 'सक्थी', '[िइ]')
सिजिनगयो,सिजि,('SFX', '8', '0', 'नगयो', '.')
सिजिइनेछ,सिजि,('SFX', '8', '0', 'इनेछ', '[िा]')
उबार0,उबार्,('SFX', '1', '्', '0/17X', '्')
उबार्नुपर्नेछ,उबार्,('SFX', '41', '0', 'नुपर्नेछ', '्')
उबार्यौँ,उबार्,('SFX', '1', '0', 'यौँ', '्')
उबारिएका,उबार्,('SFX', '1', '्', 'िएका/17X', '्')
उबार्नसकुन्,उबार्,('SFX', '41', '0', 'नसकुन्', '्')
घामसहितको,घाम,('SFX', '22', '0', 'सहितको', '.')
घाममै,घाम,('SFX', '22', '0', 'मै', '.')
घाममाथिबाट,घाम,('SFX', '22', '0', 'माथिबाट', '.')
घाममध्ये,घाम,('SFX', '22', '0', 'मध्ये', '.')
घामसँगका,घाम,('SFX', '15', '0', 'सँगका', '.')
व्याकुलता,व्याकुल,('SFX', '33', '0', 'ता/15X,22X', '.')
सुवर्णसम्बन्धी,सुवर्ण,('SFX', '22', '0', 'सम्बन्धी', '.')
सुवर्णद्वारा,सुवर्ण,('SFX', '15', '0', 'द्वारा', '.')
सुवर्णसहितका,सुवर्ण,('SFX', '22', '0', 'सहितका', '.')
सुवर्णका,सुवर्ण,('SFX', '15', '0', 'का', '.')
सुवर्णप्रति,सुवर्ण,('SFX', '22', '0', 'प्रति', '.')
लिभरपुलभित्रै,लिभरपुल,('SFX', '22', '0', 'भित्रै', '.')
लिभरपुलबाट,लिभरपुल,('SFX', '15', '0', 'बाट', '.')
लिभरपुलपछिकी,लिभरपुल,('SFX', '22', '0', 'पछिकी', '.')
लिभरपुलभन्दापर,लिभरपुल,('SFX', '22', '0', 'भन्दापर', '.')
लिभरपुलमार्फत,लिभरपुल,('SFX', '22', '0', 'मार्फत', '.')
गेस्टहाउसबाहेक,गेस्टहाउस,('SFX', '22', '0', 'बाहेक', '.')
गेस्टहाउसहरूसँगको,गेस्टहाउस,('SFX', '18', '0', 'हरूसँगको', '.')
गेस्टहाउसपट्टि,गेस्टहाउस,('SFX', '22', '0', 'पट्टि', '.')
गेस्टहाउसले,गेस्टहाउस,('SFX', '15', '0', 'ले', '.')
गेस्टहाउसमाथिबाट,गेस्टहाउस,('SFX', '22', '0', 'माथिबाट', '.')
हस्तीहरूले,हस्ती,('SFX', '18', '0', 'हरूले', '.')
हस्तीपनि,हस्ती,('SFX', '22', '0', 'पनि', '.')
हस्तीसम्मको,हस्ती,('SFX', '22', '0', 'सम्मको', '.')
हस्तीभित्रमा,हस्ती,('SFX', '22', '0', 'भित्रमा', '.')
हस्तीजस्ता,हस्ती,('SFX', '22', '0', 'जस्ता', '.')
खबटाभित्रका,खबटा,('SFX', '22', '0', 'भित्रका', '.')
खबटासँग,खबटा,('SFX', '15', '0', 'सँग', '.')
खबटाहरूसँगको,खबटा,('SFX', '18', '0', 'हरूसँगको', '.')
खबटामा,खबटा,('SFX', '15', '0', 'मा', '.')
खबटासहितका,खबटा,('SFX', '22', '0', 'सहितका', '.')
स्थानान्तरझैँ,स्थानान्तर,('SFX', '22', '0', 'झैँ', '.')
स्थानान्तरमाथिको,स्थानान्तर,('SFX', '22', '0', 'माथिको', '.')
स्थानान्तरमाथि,स्थानान्तर,('SFX', '22', '0', 'माथि', '.')
स्थानान्तरपट्टि,स्थानान्तर,('SFX', '22', '0', 'पट्टि', '.')
स्थानान्तरतर्फ,स्थानान्तर,('SFX', '22', '0', 'तर्फ', '.')
वशसम्ममा,वश,('SFX', '22', '0', 'सम्ममा', '.')
वशसम्बन्धी,वश,('SFX', '22', '0', 'सम्बन्धी', '.')
वशअनुसार,वश,('SFX', '22', '0', 'अनुसार', '.')
वशतर्फ,वश,('SFX', '22', '0', 'तर्फ', '.')
वशमाथिबाट,वश,('SFX', '22', '0', 'माथिबाट', '.')
गोदत्तसम्म,गोदत्त,('SFX', '22', '0', 'सम्म', '.')
गोदत्तहरूका,गोदत्त,('SFX', '18', '0', 'हरूका', '.')
गोदत्तभित्रमा,गोदत्त,('SFX', '22', '0', 'भित्रमा', '.')
गोदत्तहरूबीच,गोदत्त,('SFX', '18', '0', 'हरूबीच', '.')
गोदत्तहरूबाट,गोदत्त,('SFX', '18', '0', 'हरूबाट', '.')
सुरुआतजस्तै,सुरुआत,('SFX', '22', '0', 'जस्तै', '.')
सुरुआतलगायत,सुरुआत,('SFX', '22', '0', 'लगायत', '.')
सुरुआतसँगका,सुरुआत,('SFX', '15', '0', 'सँगका', '.')
सुरुआतपछिका,सुरुआत,('SFX', '22', '0', 'पछिका', '.')
सुरुआतअघि,सुरुआत,('SFX', '22', '0', 'अघि', '.')
डाँगीजस्तै,डाँगी,('SFX', '22', '0', 'जस्तै', '.')
डाँगीलगायत,डाँगी,('SFX', '22', '0', 'लगायत', '.')
डाँगीभित्रै,डाँगी,('SFX', '22', '0', 'भित्रै', '.')
डाँगीकी,डाँगी,('SFX', '15', '0', 'की', '.')
डाँगीमाथि,डाँगी,('SFX', '22', '0', 'माथि', '.')
लिमिटेडजस्तो,लिमिटेड,('SFX', '22', '0', 'जस्तो', '.')
लिमिटेडझैँ,लिमिटेड,('SFX', '22', '0', 'झैँ', '.')
लिमिटेडमै,लिमिटेड,('SFX', '22', '0', 'मै', '.')
लिमिटेडतर्फ,लिमिटेड,('SFX', '22', '0', 'तर्फ', '.')
लिमिटेडसम्म,लिमिटेड,('SFX', '22', '0', 'सम्म', '.')
सर्भरभित्र,सर्भर,('SFX', '22', '0', 'भित्र', '.')
सर्भरमात्र,सर्भर,('SFX', '22', '0', 'मात्र', '.')
सर्भरजस्तै,सर्भर,('SFX', '22', '0', 'जस्तै', '.')
सर्भरबाहेक,सर्भर,('SFX', '22', '0', 'बाहेक', '.')
सर्भरसँगै,सर्भर,('SFX', '15', '0', 'सँगै', '.')
काजीजस्तो,काजी,('SFX', '22', '0', 'जस्तो', '.')
काजीहरूबाट,काजी,('SFX', '18', '0', 'हरूबाट', '.')
काजीहरूदेखि,काजी,('SFX', '18', '0', 'हरूदेखि', '.')
काजीबारे,काजी,('SFX', '22', '0', 'बारे', '.')
काजीहरूबीच,काजी,('SFX', '18', '0', 'हरूबीच', '.')
आमाशयमाथिबाट,आमाशय,('SFX', '22', '0', 'माथिबाट', '.')
आमाशयसँगका,आमाशय,('SFX', '15', '0', 'सँगका', '.')
आमाशयजस्तो,आमाशय,('SFX', '22', '0', 'जस्तो', '.')
आमाशयबाट,आमाशय,('SFX', '15', '0', 'बाट', '.')
आमाशयभित्रका,आमाशय,('SFX', '22', '0', 'भित्रका', '.')
गाग्रीहरूसँगै,गाग्री,('SFX', '18', '0', 'हरूसँगै', '.')
गाग्रीअघिदेखि,गाग्री,('SFX', '22', '0', 'अघिदेखि', '.')
गाग्रीमात्र,गाग्री,('SFX', '22', '0', 'मात्र', '.')
गाग्रीसमेत,गाग्री,('SFX', '22', '0', 'समेत', '.')
गाग्रीपछि,गाग्री,('SFX', '22', '0', 'पछि', '.')
